id,age,education,default,balance,housing,loan,day,month,latestday,duration,campaign,previous,y
16080,57,0,0,17,0,0,17,7,227,54,4,0,0
16081,41,3,0,13,0,0,5,6,185,189,2,0,0
16082,29,3,0,420,1,0,28,5,178,95,3,0,0
16083,35,3,0,3140,0,0,12,6,192,130,3,0,0
16084,33,2,0,0,1,0,7,5,157,831,4,0,0
16085,54,2,0,1279,1,1,28,1,58,102,2,0,0
16086,30,1,0,624,1,0,15,5,165,212,2,1,0
16087,27,2,0,1359,0,1,25,7,235,199,1,0,0
16088,32,3,0,2102,1,0,8,7,218,220,1,0,0
16089,52,1,0,1401,0,0,26,8,266,77,8,0,0
16090,32,3,0,518,0,0,27,8,267,462,5,0,0
16091,36,3,0,7821,0,0,9,6,189,217,1,0,0
16092,32,3,0,1527,1,0,9,2,69,172,1,3,0
16093,25,3,0,10,1,0,21,7,231,857,4,0,1
16094,44,2,0,583,1,0,14,5,164,423,3,0,0
16095,38,2,0,2220,0,0,7,7,217,87,2,0,0
16096,32,3,0,2458,1,0,4,5,154,77,2,0,0
16097,54,2,0,550,0,0,28,1,58,131,1,0,0
16098,34,3,0,7263,1,0,6,4,126,86,1,0,0
16099,61,3,0,1332,0,0,12,3,102,156,1,0,1
16100,26,2,0,1018,0,0,5,2,65,101,1,0,0
16101,38,0,0,573,1,0,12,5,162,334,7,0,0
16102,36,1,0,3352,0,0,10,7,220,503,1,0,0
16103,40,2,0,106,0,0,17,6,197,676,2,0,1
16104,54,0,0,0,0,0,14,4,134,94,5,3,0
16105,51,3,0,938,0,0,11,1,41,98,2,3,0
16106,32,2,0,554,1,0,28,5,178,101,2,5,0
16107,37,2,0,-1006,1,1,20,4,140,226,2,0,0
16108,35,1,0,-276,1,0,13,5,163,850,1,0,1
16109,41,2,0,4004,0,0,17,4,137,314,2,0,1
16110,35,2,0,-158,0,0,26,5,176,349,2,0,0
16111,36,2,0,142,1,0,17,4,137,251,1,0,0
16112,46,3,0,0,0,0,15,6,195,83,4,0,0
16113,31,3,0,2,1,0,18,1,48,224,1,0,0
16114,41,2,0,-366,1,1,6,5,156,29,3,0,0
16115,37,3,0,160,0,0,29,8,269,204,2,0,0
16116,41,2,0,459,1,0,19,5,169,102,1,0,0
16117,80,1,0,155,0,0,9,12,369,343,2,0,1
16118,52,2,0,1256,1,0,1,4,121,498,3,0,0
16119,24,2,0,7,1,0,30,5,180,86,3,0,0
16120,39,2,0,2208,0,0,22,5,172,23,2,0,0
16121,36,2,0,0,1,0,7,5,157,332,1,0,0
16122,39,2,0,0,1,0,13,5,163,513,3,2,0
16123,44,2,0,265,1,0,28,5,178,453,2,0,0
16124,42,2,0,4900,1,0,11,5,161,231,1,2,0
16125,40,2,0,617,1,0,5,5,155,257,1,0,0
16126,38,3,0,546,0,0,22,8,262,82,2,0,0
16127,37,2,0,474,1,0,14,4,134,85,1,1,0
16128,64,3,0,2139,0,0,13,1,43,230,1,2,0
16129,31,3,0,1340,1,0,23,5,173,199,2,0,0
16130,38,2,0,485,1,0,2,2,62,252,1,0,0
16131,26,2,0,100,1,0,9,5,159,24,1,0,0
16132,36,2,0,-295,1,1,27,5,177,132,3,0,0
16133,43,3,0,1646,1,0,20,1,50,214,1,0,0
16134,32,2,0,284,1,0,28,5,178,63,2,0,0
16135,29,2,0,124,0,0,2,2,62,94,1,2,0
16136,49,1,0,0,0,0,16,7,226,46,8,0,0
16137,51,1,0,0,1,0,21,7,231,322,2,0,0
16138,53,1,0,1068,0,0,28,1,58,200,1,0,0
16139,52,2,0,598,0,0,14,5,164,266,2,0,0
16140,60,3,0,13546,0,0,17,4,137,452,3,0,1
16141,51,3,0,1267,1,0,30,5,180,254,2,0,0
16142,32,2,0,396,1,0,18,5,168,88,1,1,0
16143,59,1,0,914,0,0,11,8,251,139,8,0,0
16144,24,2,0,262,1,0,4,6,184,69,3,0,0
16145,30,2,0,2926,1,0,28,5,178,238,8,0,0
16146,36,2,0,1563,0,0,29,7,239,449,2,0,0
16147,55,3,0,10065,0,0,27,5,177,50,3,0,0
16148,29,2,0,356,1,0,9,5,159,106,1,0,0
16149,37,1,0,20,0,1,15,7,225,469,4,0,0
16150,32,2,0,0,1,0,30,7,240,71,5,0,0
16151,56,2,0,68,0,1,30,7,240,85,3,0,0
16152,35,2,0,1345,1,0,23,7,233,135,1,0,0
16153,52,2,0,-558,0,0,14,8,254,152,5,0,0
16154,31,3,0,25,0,0,26,8,266,265,16,0,0
16155,52,3,0,199,1,1,3,2,63,373,1,2,0
16156,35,3,0,94,0,0,22,8,262,239,3,0,0
16157,29,3,0,-722,0,1,27,6,207,121,4,0,0
16158,42,2,0,234,0,0,4,2,64,765,2,0,0
16159,36,2,0,592,0,0,6,7,216,413,5,0,0
16160,46,3,0,-582,1,0,5,5,155,245,4,9,0
16161,49,2,0,3608,1,0,30,4,150,252,1,1,1
16162,26,2,0,1595,0,0,15,6,195,155,1,1,1
16163,52,2,0,195,1,0,17,12,377,110,2,3,0
16164,47,3,0,310,0,0,29,8,269,136,2,0,0
16165,25,2,0,5695,0,0,16,1,46,124,1,0,0
16166,41,2,0,30,0,0,30,4,150,460,1,0,1
16167,28,3,0,0,1,0,21,7,231,479,1,0,0
16168,50,2,0,3897,0,0,26,10,326,298,1,0,0
16169,35,3,0,1511,1,0,12,8,252,226,4,0,0
16170,42,2,0,703,1,0,10,7,220,210,1,0,0
16171,49,2,0,611,1,1,14,5,164,179,1,0,0
16172,27,2,0,3160,1,0,5,5,155,209,5,1,0
16173,51,2,0,636,0,0,30,1,60,321,1,0,0
16174,31,3,0,927,0,0,18,8,258,100,4,0,0
16175,33,3,0,469,0,0,26,8,266,158,9,0,0
16176,31,2,0,3298,1,0,21,5,171,175,2,0,0
16177,42,3,0,9261,1,0,6,8,246,120,2,0,0
16178,57,2,0,4664,0,0,30,7,240,103,1,0,0
16179,48,1,0,5173,1,0,18,6,198,88,8,0,0
16180,31,3,0,4979,0,1,27,8,267,33,2,0,0
16181,28,1,0,32,1,0,27,5,177,218,1,0,0
16182,45,1,0,185,0,0,25,8,265,78,4,0,0
16183,34,3,0,188,0,0,5,5,155,399,1,0,0
16184,26,2,0,75,1,0,27,5,177,337,2,0,0
16185,35,2,0,-229,1,0,27,5,177,100,2,0,0
16186,57,2,0,14,0,1,22,7,232,445,2,0,0
16187,34,2,0,6,1,0,28,5,178,99,2,0,0
16188,39,2,0,315,1,0,17,4,137,141,4,0,0
16189,31,2,0,62,1,0,12,5,162,56,3,3,0
16190,55,1,0,0,0,0,19,6,199,120,1,0,0
16191,47,0,0,750,0,0,6,6,186,188,1,0,0
16192,35,3,0,0,1,0,28,7,238,151,7,0,0
16193,39,2,0,186,1,0,17,4,137,433,1,0,0
16194,51,1,0,51,0,0,27,5,177,121,2,0,0
16195,32,2,0,781,0,0,20,1,50,305,1,0,0
16196,33,1,0,902,1,0,29,1,59,207,2,2,0
16197,46,2,0,0,0,0,21,5,171,27,10,0,0
16198,26,2,0,620,0,0,17,2,77,104,1,0,1
16199,58,2,0,3612,1,0,15,4,135,563,1,0,0
16200,32,2,0,340,1,0,29,5,179,665,1,0,0
16201,34,2,0,-346,0,0,13,8,253,136,4,0,0
16202,30,3,0,1825,1,0,9,5,159,164,1,0,0
16203,31,2,0,-723,1,0,25,7,235,112,2,0,0
16204,55,1,0,781,1,0,3,2,63,112,3,2,0
16205,26,3,0,3730,1,0,11,3,101,93,1,4,0
16206,33,2,0,2994,1,0,20,1,50,155,1,0,0
16207,42,3,0,8794,1,0,29,5,179,166,3,0,0
16208,53,2,0,-391,0,0,14,7,224,122,3,0,0
16209,56,1,0,657,0,0,16,6,196,211,2,0,0
16210,34,3,0,475,1,1,9,7,219,1156,1,0,0
16211,61,1,0,1060,1,0,13,5,163,118,1,0,0
16212,49,1,0,192,0,0,10,7,220,227,1,0,0
16213,25,2,0,76,0,1,28,7,238,50,4,0,0
16214,37,2,0,1784,1,0,19,1,49,19,5,0,0
16215,38,2,0,294,0,1,25,7,235,172,2,0,0
16216,50,2,0,6174,1,1,29,5,179,456,1,0,0
16217,46,2,0,1728,1,0,26,5,176,50,2,0,0
16218,62,3,0,3371,0,0,25,3,115,187,1,2,1
16219,34,0,0,2434,1,0,6,5,156,218,4,0,0
16220,45,1,0,900,1,0,9,6,189,213,1,0,0
16221,28,1,0,3,1,0,14,5,164,9,1,0,0
16222,39,1,0,398,1,0,12,5,162,256,1,0,0
16223,26,3,0,255,0,0,26,5,176,264,2,0,0
16224,50,3,0,2442,0,0,3,2,63,145,1,0,0
16225,43,1,0,1558,1,0,12,5,162,110,3,0,0
16226,26,1,0,0,1,0,21,5,171,425,1,0,0
16227,29,2,0,1274,0,0,8,7,218,136,1,0,0
16228,34,2,0,232,0,0,7,7,217,130,1,0,0
16229,25,2,0,-282,1,1,25,7,235,198,1,0,0
16230,47,2,0,310,1,0,29,7,239,145,3,0,0
16231,45,2,0,1144,1,0,22,10,322,676,1,0,1
16232,38,2,0,0,1,0,16,7,226,264,5,0,0
16233,31,2,0,1422,0,0,30,4,150,97,1,0,0
16234,44,2,0,0,0,0,20,8,260,156,2,0,0
16235,58,2,0,1227,0,0,8,7,218,625,1,1,0
16236,30,2,0,486,1,0,29,5,179,1109,3,0,1
16237,48,1,0,346,1,0,20,4,140,188,1,0,0
16238,33,3,0,5234,0,0,2,6,182,213,3,0,0
16239,37,1,0,-325,1,1,6,5,156,112,2,0,0
16240,56,2,0,602,0,0,14,6,194,458,1,8,1
16241,51,2,0,532,1,1,18,1,48,346,1,0,0
16242,39,2,0,94,0,0,16,6,196,182,2,0,0
16243,46,2,1,22,0,0,6,2,66,8,10,0,0
16244,38,2,0,519,1,1,18,6,198,13,14,0,0
16245,28,1,0,150,0,1,9,7,219,112,2,0,0
16246,50,2,0,0,1,0,19,1,49,122,2,0,0
16247,48,3,0,505,0,0,26,8,266,320,5,0,0
16248,56,2,0,803,0,0,18,1,48,432,2,0,0
16249,53,1,0,38,0,1,15,7,225,321,5,0,0
16250,31,2,0,3,1,0,5,5,155,200,2,0,0
16251,57,3,0,53,0,0,29,7,239,539,2,0,0
16252,32,3,0,697,0,0,30,4,150,210,3,0,0
16253,47,2,0,794,1,1,17,1,47,564,2,0,0
16254,60,2,0,781,1,1,12,8,252,128,5,0,0
16255,56,2,0,977,0,0,7,7,217,1200,1,0,0
16256,32,3,0,233,1,0,7,5,157,193,1,0,0
16257,32,3,0,1974,0,0,4,2,64,775,1,0,0
16258,37,2,0,523,1,0,8,4,128,171,2,4,0
16259,43,1,0,2519,1,0,16,4,136,257,2,9,0
16260,38,3,0,637,1,0,8,5,158,295,2,1,0
16261,49,3,0,475,1,0,28,7,238,273,2,0,0
16262,37,2,0,28,0,0,21,8,261,101,2,0,0
16263,48,3,0,830,0,0,25,8,265,961,4,0,1
16264,47,2,0,-835,1,1,25,6,205,231,1,0,0
16265,58,2,0,1604,1,0,2,6,182,358,3,0,0
16266,33,1,0,80,1,0,18,5,168,126,1,0,0
16267,36,2,0,1587,1,0,28,7,238,200,2,0,0
16268,34,3,0,336,1,1,8,5,158,84,2,0,0
16269,35,1,0,2730,1,0,21,5,171,65,1,0,0
16270,46,3,0,-363,0,1,30,7,240,96,11,0,0
16271,53,2,0,4541,1,0,15,5,165,190,6,0,0
16272,65,2,0,3409,0,0,15,2,75,92,2,0,0
16273,28,2,0,-31,1,0,12,5,162,369,1,0,0
16274,53,3,0,3105,1,1,21,1,51,84,2,0,0
16275,36,1,0,403,1,0,4,6,184,920,1,0,1
16276,39,2,0,648,1,0,29,1,59,85,2,1,0
16277,34,2,0,1632,0,0,27,8,267,65,6,0,0
16278,43,1,0,644,0,0,5,2,65,195,2,0,0
16279,57,1,0,831,0,0,9,6,189,166,3,0,0
16280,37,2,1,0,1,0,17,7,227,158,1,0,0
16281,34,2,0,2064,1,0,26,5,176,165,2,0,0
16282,20,2,0,1191,0,0,12,2,72,274,1,0,0
16283,41,2,0,225,1,1,13,5,163,139,1,0,0
16284,43,2,0,-36,1,0,5,8,245,292,1,0,0
16285,51,3,0,1634,1,0,22,7,232,168,4,0,0
16286,43,2,0,540,1,0,30,1,60,74,1,0,0
16287,53,3,0,913,0,0,20,8,260,173,3,0,0
16288,50,2,0,-160,1,0,28,5,178,600,2,0,0
16289,44,3,0,7541,1,0,1,6,181,55,2,1,0
16290,46,3,0,377,1,0,5,5,155,98,2,0,0
16291,38,3,0,3440,0,0,20,8,260,471,10,0,0
16292,30,2,0,384,1,0,16,6,196,27,3,0,0
16293,24,2,0,154,0,0,4,9,274,205,2,0,0
16294,31,2,0,-159,0,1,21,1,51,49,1,0,0
16295,31,3,0,22546,1,0,14,5,164,8,6,4,0
16296,27,2,0,4333,0,0,20,4,140,163,1,0,1
16297,30,2,0,590,1,0,23,5,173,242,3,0,0
16298,39,2,0,2783,1,0,12,5,162,131,2,0,0
16299,39,1,0,2165,1,0,18,1,48,213,1,0,0
16300,55,2,0,1854,1,0,30,5,180,34,2,0,0
16301,34,0,0,3,1,0,5,5,155,120,3,0,0
16302,51,3,0,146,0,0,18,1,48,150,2,3,0
16303,31,3,0,74,1,1,15,5,165,13,11,0,0
16304,29,2,0,795,1,1,10,7,220,270,2,0,0
16305,30,2,0,152,1,0,9,5,159,115,2,0,0
16306,55,0,0,2,1,0,19,5,169,95,1,0,0
16307,50,2,0,2419,1,0,11,5,161,309,1,3,0
16308,35,2,0,305,0,0,9,6,189,327,2,0,0
16309,26,2,0,7,1,0,22,7,232,188,2,0,0
16310,39,3,0,1209,0,0,20,1,50,60,1,0,0
16311,43,0,0,159,0,0,16,6,196,112,4,0,0
16312,35,0,0,164,0,0,11,6,191,967,2,0,1
16313,51,3,0,102127,0,0,3,6,183,90,1,0,0
16314,43,2,0,9102,1,0,19,1,49,72,1,0,0
16315,32,3,0,974,1,0,3,6,183,228,1,0,0
16316,45,1,0,810,1,0,15,5,165,213,4,0,0
16317,57,2,0,24,0,1,14,7,224,407,2,0,0
16318,29,2,0,115,0,0,27,5,177,340,1,0,0
16319,56,2,0,0,1,0,19,1,49,154,2,0,0
16320,31,1,0,290,1,0,15,5,165,148,1,3,0
16321,28,2,0,2788,1,0,6,6,186,369,2,0,1
16322,26,2,0,1231,1,0,3,6,183,385,2,5,1
16323,35,2,0,0,1,0,24,7,234,810,1,0,0
16324,35,2,0,456,1,1,2,6,182,100,4,0,0
16325,22,0,0,2281,0,0,8,9,278,221,1,0,0
16326,39,2,0,1068,1,0,14,7,224,214,3,0,0
16327,31,2,0,-309,1,0,26,5,176,269,1,0,0
16328,53,1,0,994,0,1,28,7,238,1339,3,0,0
16329,54,2,0,1765,1,0,14,5,164,188,1,0,0
16330,32,3,0,2626,1,1,7,5,157,217,2,2,0
16331,29,0,0,356,1,0,4,6,184,169,2,0,0
16332,43,1,0,-76,1,0,14,7,224,124,3,0,0
16333,38,2,0,924,1,0,21,5,171,108,2,0,0
16334,31,2,0,143,1,0,13,5,163,221,2,0,0
16335,37,3,0,0,0,0,15,1,45,426,2,1,1
16336,23,2,0,0,1,0,17,4,137,171,2,0,0
16337,56,2,0,1270,1,0,17,1,47,80,2,2,0
16338,30,2,0,2573,1,0,5,5,155,67,2,0,0
16339,35,1,0,-631,1,0,28,7,238,124,3,0,0
16340,39,2,0,140,0,0,4,5,154,40,5,0,0
16341,49,1,0,505,0,0,9,6,189,35,1,0,0
16342,40,2,0,191,1,0,18,5,168,201,2,6,0
16343,41,3,0,725,0,0,26,8,266,460,10,0,0
16344,35,2,0,4963,1,0,14,5,164,456,1,1,1
16345,70,3,0,13297,0,0,2,2,62,579,2,0,0
16346,46,2,0,922,0,1,14,7,224,151,2,0,0
16347,37,2,0,0,0,0,5,8,245,409,1,0,0
16348,40,2,0,350,1,0,7,5,157,287,1,0,0
16349,25,3,0,347,0,0,20,8,260,267,1,0,1
16350,59,1,0,5521,1,1,13,5,163,94,1,0,0
16351,32,2,0,610,1,0,28,5,178,75,6,0,0
16352,28,2,0,4745,0,0,12,5,162,360,1,5,1
16353,31,1,0,81,1,0,13,5,163,245,4,0,0
16354,51,0,0,37,1,0,7,5,157,256,6,0,0
16355,41,2,0,248,0,0,20,8,260,156,2,0,0
16356,34,2,0,24,1,0,28,5,178,124,1,0,0
16357,34,3,0,2892,1,1,30,7,240,1165,7,0,0
16358,38,3,0,638,1,0,9,5,159,150,1,0,0
16359,25,2,0,18,1,0,18,7,228,225,1,0,0
16360,42,2,0,473,1,0,7,7,217,216,5,0,0
16361,45,2,0,1673,0,0,23,10,323,76,1,0,0
16362,57,2,0,589,1,0,28,1,58,198,1,1,0
16363,27,2,0,-437,0,0,4,2,64,352,1,2,0
16364,34,2,0,62,1,0,14,5,164,105,1,0,0
16365,60,3,0,366,0,0,3,6,183,593,1,0,1
16366,39,3,0,442,0,0,21,1,51,10,3,0,0
16367,31,2,0,523,0,1,2,2,62,323,1,5,0
16368,58,1,0,650,1,1,17,4,137,114,3,0,0
16369,40,1,0,68,1,0,30,5,180,170,19,0,0
16370,37,1,0,1653,1,1,11,5,161,285,2,10,0
16371,32,3,0,257,1,0,2,6,182,183,5,0,0
16372,34,2,0,29,0,1,17,7,227,94,2,0,0
16373,37,1,0,397,1,0,14,5,164,13,5,0,0
16374,34,3,1,0,0,1,21,1,51,18,9,0,0
16375,39,3,0,346,0,0,30,7,240,230,3,0,0
16376,28,1,0,26,0,0,12,5,162,40,3,0,0
16377,42,2,0,241,1,0,15,5,165,1012,3,0,1
16378,45,2,0,276,0,1,9,6,189,346,2,0,0
16379,34,2,0,1758,1,0,6,2,66,14,8,0,0
16380,35,3,0,440,1,0,20,5,170,110,1,0,0
16381,33,3,0,2750,0,0,5,2,65,242,1,0,0
16382,32,2,1,-238,1,0,27,5,177,427,1,0,0
16383,26,3,0,760,1,0,6,9,276,164,2,7,0
16384,56,2,0,278,1,0,17,6,197,269,1,0,0
16385,30,2,0,1249,0,0,8,7,218,220,4,0,0
16386,56,3,0,-563,0,0,16,7,226,79,1,0,0
16387,43,2,0,1926,0,0,7,7,217,89,13,0,0
16388,47,2,0,1387,1,0,30,5,180,219,4,0,0
16389,34,2,0,1183,1,0,20,4,140,575,2,0,0
16390,34,3,0,1310,0,1,20,1,50,90,3,0,0
16391,37,2,0,0,1,0,11,7,221,906,2,0,0
16392,50,3,0,11804,1,0,30,5,180,83,1,0,0
16393,46,1,0,143,1,0,7,5,157,279,1,0,0
16394,47,2,0,3940,1,0,5,8,245,226,3,2,1
16395,55,3,0,36,0,1,22,7,232,46,3,0,0
16396,39,0,0,64,1,0,18,7,228,147,1,0,0
16397,32,2,0,118,1,0,18,1,48,216,1,1,0
16398,49,2,0,0,1,0,26,5,176,223,1,0,0
16399,29,3,0,-246,1,0,6,6,186,311,3,0,0
16400,27,3,0,3,1,1,22,7,232,506,1,0,0
16401,41,1,0,406,1,0,9,5,159,2462,1,0,0
16402,29,3,0,991,0,0,7,5,157,109,2,0,0
16403,38,3,0,413,0,0,13,10,313,252,2,3,1
16404,34,2,0,1408,1,0,23,5,173,245,1,0,0
16405,47,1,0,-169,0,1,13,5,163,234,1,3,0
16406,51,2,0,17418,1,0,30,1,60,237,2,0,0
16407,29,2,0,228,1,0,11,5,161,12,8,9,0
16408,32,2,0,401,1,0,15,5,165,294,2,0,0
16409,72,3,0,2,0,0,7,8,247,147,2,0,1
16410,30,3,0,803,0,0,30,4,150,243,1,0,0
16411,40,2,0,6,0,0,11,6,191,140,1,0,0
16412,51,2,0,12061,1,0,17,1,47,150,1,1,0
16413,56,2,0,448,1,1,17,5,167,556,1,2,1
16414,35,2,0,0,1,1,13,5,163,291,8,1,0
16415,28,2,0,1925,0,0,20,8,260,147,1,1,0
16416,36,2,0,818,1,1,19,8,259,96,4,0,0
16417,28,2,1,65,1,1,13,5,163,165,1,1,0
16418,31,3,0,227,1,1,30,1,60,154,6,3,0
16419,33,2,0,1211,1,0,15,5,165,39,1,4,0
16420,48,2,0,545,0,0,6,6,186,307,1,0,0
16421,39,3,0,0,1,0,14,7,224,894,7,0,1
16422,42,2,0,525,1,0,20,6,200,10,6,0,0
16423,27,0,0,6424,0,0,29,1,59,129,2,0,0
16424,46,3,0,-71,1,1,24,7,234,258,2,0,0
16425,44,3,0,0,0,0,22,8,262,54,2,0,0
16426,48,2,0,1385,0,0,21,1,51,270,1,0,0
16427,54,3,0,0,1,0,3,6,183,68,1,0,0
16428,64,2,0,1646,0,0,12,8,252,68,3,0,0
16429,36,2,0,0,0,1,15,7,225,571,3,0,0
16430,30,2,0,-206,1,1,15,5,165,133,1,0,0
16431,45,2,0,303,1,0,20,4,140,110,3,0,0
16432,45,3,0,-312,0,0,18,1,48,46,4,0,0
16433,43,2,0,87,1,0,28,1,58,130,1,2,0
16434,53,2,0,175,1,0,8,5,158,49,4,0,0
16435,55,2,0,12401,0,0,5,1,35,111,9,4,0
16436,41,1,0,2195,1,0,3,6,183,211,5,0,0
16437,36,3,0,-861,1,1,28,7,238,53,2,0,0
16438,53,3,0,3177,0,0,8,8,248,92,2,0,0
16439,41,2,0,483,1,0,9,5,159,319,1,0,0
16440,59,0,0,873,1,0,7,5,157,152,3,0,0
16441,31,2,0,0,1,0,18,1,48,194,2,0,0
16442,40,3,0,8969,1,0,17,1,47,153,1,0,0
16443,35,1,0,-123,1,0,13,5,163,1106,4,0,0
16444,41,2,0,0,1,0,6,5,156,160,3,0,0
16445,32,3,0,3517,1,0,27,5,177,57,5,0,0
16446,33,3,0,318,1,0,14,4,134,401,1,0,0
16447,54,0,0,386,0,1,20,6,200,838,1,0,1
16448,53,1,0,778,1,0,17,4,137,221,2,0,0
16449,32,3,0,312,1,0,9,5,159,262,2,0,0
16450,38,1,0,3132,0,0,5,2,65,304,1,0,0
16451,37,2,0,1784,1,0,6,5,156,372,1,0,0
16452,49,3,0,224,1,0,28,7,238,68,3,0,0
16453,39,2,0,3494,1,0,19,8,259,344,4,0,0
16454,49,2,0,3144,0,0,31,7,241,349,2,0,0
16455,49,0,0,1499,1,0,8,5,158,87,1,0,0
16456,41,2,0,2184,0,0,19,6,199,91,2,0,0
16457,66,1,0,12767,0,0,4,8,244,117,2,0,0
16458,33,2,0,4404,1,0,20,1,50,766,3,0,0
16459,27,1,0,395,1,0,20,4,140,122,2,0,0
16460,42,2,1,923,1,0,19,6,199,129,2,0,0
16461,39,1,0,238,1,1,19,1,49,134,1,0,0
16462,30,2,0,-6,1,0,17,4,137,461,1,0,0
16463,52,2,0,799,0,0,21,7,231,128,2,0,0
16464,53,1,0,3544,0,0,19,5,169,195,4,0,0
16465,51,2,0,0,1,1,22,7,232,124,2,0,0
16466,36,2,0,7123,0,0,20,6,200,26,17,0,0
16467,37,3,0,11265,0,0,18,6,198,417,1,0,0
16468,52,2,0,981,0,0,25,8,265,43,4,0,0
16469,59,2,0,1365,0,0,19,6,199,327,1,0,0
16470,34,3,0,0,0,0,11,8,251,68,4,0,0
16471,33,2,0,1277,1,0,18,5,168,827,1,0,1
16472,40,3,0,0,0,0,6,8,246,641,6,0,1
16473,26,3,0,3,1,0,23,7,233,106,1,0,0
16474,42,1,0,103,1,0,19,5,169,156,5,0,0
16475,47,2,0,663,1,1,12,5,162,409,1,6,1
16476,41,3,0,24,0,0,27,8,267,130,8,0,0
16477,43,0,0,2363,1,0,17,1,47,229,1,0,0
16478,39,2,0,-421,1,1,18,7,228,374,17,0,0
16479,70,3,0,6797,0,0,12,8,252,298,1,0,0
16480,37,2,0,5700,0,0,19,6,199,49,2,0,0
16481,33,2,0,0,0,0,25,8,265,296,8,0,0
16482,35,3,0,3402,0,0,14,12,374,269,1,2,0
16483,77,2,0,3417,0,0,12,1,42,134,1,0,1
16484,31,2,0,6374,1,0,23,5,173,922,2,0,0
16485,23,2,0,-295,1,0,15,5,165,411,1,2,0
16486,52,2,0,3510,1,0,24,7,234,193,7,0,0
16487,42,3,1,0,1,0,21,1,51,824,1,0,1
16488,21,0,0,762,0,0,24,6,204,288,1,0,0
16489,44,2,0,1901,0,0,18,1,48,143,3,2,0
16490,25,2,0,543,1,0,15,5,165,302,1,0,0
16491,35,2,0,127,0,0,22,8,262,203,1,0,0
16492,44,2,0,-665,0,0,30,7,240,342,3,0,0
16493,28,2,0,34,1,0,12,5,162,136,4,0,0
16494,40,3,0,262,1,1,26,10,326,17,1,0,0
16495,69,2,0,21446,0,0,15,4,135,358,2,0,0
16496,47,1,0,222,1,0,7,5,157,68,1,0,0
16497,35,2,0,128,1,0,12,5,162,136,1,0,0
16498,36,3,0,980,0,0,24,9,294,349,2,8,0
16499,51,3,0,994,0,0,28,5,178,414,3,0,0
16500,33,3,0,1,1,0,5,2,65,26,8,1,0
16501,35,3,0,82,0,0,8,8,248,507,4,0,1
16502,58,1,0,0,0,0,11,8,251,566,2,0,0
16503,47,3,0,2716,0,0,23,6,203,339,4,0,0
16504,36,2,0,0,0,0,13,8,253,333,5,0,0
16505,32,3,0,787,1,0,11,8,251,72,2,0,0
16506,36,2,0,67,0,0,7,8,247,67,2,0,0
16507,38,3,0,-898,1,0,9,4,129,345,2,1,0
16508,56,2,0,4763,1,0,28,7,238,106,6,0,0
16509,29,2,0,153,0,0,15,7,225,734,2,0,0
16510,29,2,0,9,0,1,8,7,218,202,2,0,0
16511,33,2,0,607,0,0,27,2,87,110,2,0,1
16512,60,3,0,6573,1,0,11,8,251,75,1,1,0
16513,51,3,0,311,0,0,14,8,254,122,2,0,0
16514,33,3,0,-255,1,1,11,5,161,82,9,1,0
16515,40,2,0,-342,1,0,26,5,176,754,1,0,0
16516,43,2,0,347,0,0,19,1,49,1468,3,0,1
16517,38,1,0,1375,1,0,23,5,173,83,3,0,0
16518,33,3,0,1699,0,0,4,8,244,600,1,0,1
16519,53,2,0,0,0,0,22,8,262,77,9,0,0
16520,54,2,0,841,1,0,8,5,158,284,4,0,0
16521,37,3,0,1572,0,0,20,8,260,90,6,0,0
16522,53,2,0,237,1,0,21,7,231,18,1,0,0
16523,57,1,0,13,1,0,8,5,158,323,2,2,0
16524,38,2,0,2580,1,0,8,4,128,1691,2,3,1
16525,53,3,0,5094,0,0,5,8,245,114,1,0,0
16526,46,2,0,939,0,0,5,2,65,69,2,1,0
16527,54,3,0,8509,1,0,7,5,157,147,1,0,0
16528,42,2,0,281,1,0,15,5,165,118,1,0,0
16529,51,3,0,2523,1,0,16,4,136,150,1,0,0
16530,52,2,0,2430,1,1,27,6,207,185,3,0,0
16531,32,2,0,324,0,1,23,2,83,432,1,0,1
16532,40,2,0,574,1,0,15,5,165,68,3,0,0
16533,50,2,1,-500,1,0,14,5,164,148,3,0,0
16534,23,2,0,480,0,0,9,2,69,742,2,1,1
16535,52,2,0,1033,0,0,28,1,58,198,3,0,0
16536,52,1,0,1054,0,0,4,8,244,273,1,0,0
16537,31,1,0,242,0,0,29,1,59,24,1,0,0
16538,42,2,0,182,0,1,21,7,231,394,2,0,0
16539,44,2,0,1380,1,0,12,5,162,240,1,0,0
16540,55,2,0,645,0,0,10,7,220,123,1,0,0
16541,44,3,0,0,1,0,9,7,219,300,1,0,0
16542,50,2,0,106,0,1,7,8,247,59,2,0,0
16543,39,3,0,97,1,1,26,5,176,379,1,0,0
16544,35,3,0,4515,1,0,19,1,49,98,2,0,0
16545,34,2,0,-258,1,0,5,5,155,259,1,0,0
16546,40,2,0,-105,1,0,30,5,180,385,2,0,0
16547,35,2,0,254,0,0,8,8,248,153,7,0,0
16548,40,2,0,-541,1,1,28,5,178,270,4,0,0
16549,59,1,0,0,1,0,26,5,176,104,7,0,0
16550,35,2,0,164,1,0,18,5,168,11,5,13,0
16551,58,2,0,100,1,0,11,7,221,186,2,0,0
16552,51,2,1,56,1,1,20,1,50,71,2,0,0
16553,37,3,0,340,0,0,11,8,251,90,4,0,0
